Funfam	UniProt	Segments	Length
3.20.20.70-FF-000063.faa	J3M1K0	2-367	366
3.20.20.70-FF-000063.faa	A0A0D9W9R0	2-367	366
3.20.20.70-FF-000063.faa	A0A3B6B565	4-368	365
3.20.20.70-FF-000063.faa	A0A453D042	4-368	365
3.20.20.70-FF-000063.faa	A0A3B6DN81	4-368	365
3.20.20.70-FF-000063.faa	A0A2S3IAG6	68-433	366
3.20.20.70-FF-000063.faa	A0A3L6Q528	78-442	365
3.20.20.70-FF-000063.faa	A0A453D037	4-368	365
3.20.20.70-FF-000063.faa	I1J1Z8	4-370	367
3.20.20.70-FF-000063.faa	M0TFM8	1-366	366
3.20.20.70-FF-000063.faa	A0A2C9U6N6	1-366	366
3.20.20.70-FF-000063.faa	D7TQZ8	1-366	366
3.20.20.70-FF-000063.faa	A0A2P5DHB7	1-366	366
3.20.20.70-FF-000063.faa	A0A3S4PD40	1-366	366
3.20.20.70-FF-000063.faa	A0A2P6Q956	2-367	366
3.20.20.70-FF-000063.faa	A0A2H3XS77	1-366	366
3.20.20.70-FF-000063.faa	A0A2I4EJX0	1-365	365
3.20.20.70-FF-000063.faa	A0A251TWM2	1-349	349
3.20.20.70-FF-000063.faa	A0A200QNI0	1-366	366
3.20.20.70-FF-000063.faa	A0A2C9UGD6	1-365	365
3.20.20.70-FF-000063.faa	A0A1U8BG60	7-372	366
3.20.20.70-FF-000063.faa	A0A061GE63	1-366	366
3.20.20.70-FF-000063.faa	A0A059CDA8	1-366	366
3.20.20.70-FF-000063.faa	A0A2R6PTP2	1-358	358
3.20.20.70-FF-000063.faa	A0A2P5EQT7	1-366	366
3.20.20.70-FF-000063.faa	H2D5S6	1-366	366
3.20.20.70-FF-000063.faa	A0A2I4DTC0	1-366	366
3.20.20.70-FF-000063.faa	A0A2R6QWA9	1-366	366
3.20.20.70-FF-000063.faa	A0A067L0G9	1-365	365
3.20.20.70-FF-000063.faa	A0A1U8BGY8	1-365	365
3.20.20.70-FF-000063.faa	Q7FAS1	2-367	366
3.20.20.70-FF-000063.faa	B8AUI3	2-367	366
3.20.20.70-FF-000063.faa	I1PQ15	2-367	366
3.20.20.70-FF-000063.faa	A0A0D3G0K2	2-367	366
3.20.20.70-FF-000063.faa	C5YG56	50-414	365
3.20.20.70-FF-000063.faa	A0A0D9ZQW8	2-351	350
3.20.20.70-FF-000063.faa	A0A1D6DYU9	34-398	365
3.20.20.70-FF-000063.faa	A0A0E0PEA0	2-365	364
3.20.20.70-FF-000063.faa	C5YG63	2-366	365
3.20.20.70-FF-000063.faa	B9H2B3	2-367	366
3.20.20.70-FF-000063.faa	A0A1D6HSJ1	2-332	331
3.20.20.70-FF-000017.faa	N1P7N3	540-550_862-1255	405
3.20.20.70-FF-000017.faa	G2WBZ3	540-550_862-1255	405
3.20.20.70-FF-000017.faa	Q12680	540-550_862-1255	405
3.20.20.70-FF-000017.faa	Q759I7	595-605_917-1310	405
3.20.20.70-FF-000017.faa	G0W3F6	547-557_869-1262	405
3.20.20.70-FF-000017.faa	A0A109UYQ4	545-555_867-1260	405
3.20.20.70-FF-000017.faa	B3LH56	540-550_862-1255	405
3.20.20.70-FF-000017.faa	A7TKZ5	539-549_861-1255	406
3.20.20.70-FF-000017.faa	G0V927	545-555_867-1260	405
3.20.20.70-FF-000017.faa	C7GL18	540-550_862-1255	405
3.20.20.70-FF-000017.faa	G8BUK2	540-550_862-1255	405
3.20.20.70-FF-000017.faa	J8Q6Z0	540-550_862-1255	405
3.20.20.70-FF-000017.faa	A0A0L8VSB8	540-550_862-1255	405
3.20.20.70-FF-000017.faa	G8JSL1	549-559_871-1265	406
3.20.20.70-FF-000017.faa	I2GX46	546-556_868-1260	404
3.20.20.70-FF-000017.faa	A0A0L8RLA5	540-550_862-1255	405
3.20.20.70-FF-000017.faa	C8Z6D3	540-550_862-1255	405
3.20.20.70-FF-000017.faa	R9XGM8	544-554_866-1259	405
3.20.20.70-FF-000017.faa	A6ZXF9	540-550_862-1255	405
3.20.20.70-FF-000017.faa	Q6FLS3	549-559_871-1264	405
3.20.20.70-FF-000017.faa	A0A0W0D9X2	549-559_871-1264	405
3.20.20.70-FF-000017.faa	A0A1D6G2A0	568-998	431
3.20.20.70-FF-000017.faa	A0A1D6G291	643-1073	431
3.20.20.70-FF-000017.faa	A0A1D6G298	610-1040	431
3.20.20.70-FF-000017.faa	A0A1D6G2C4	899-1329	431
3.20.20.70-FF-000017.faa	A0A1D6G288	921-1351	431
3.20.20.70-FF-000017.faa	I1HQF1	911-1341	431
3.20.20.70-FF-000017.faa	A0A1D6G2C1	911-1341	431
3.20.20.70-FF-000017.faa	A0A1D6G2A4	770-1200	431
3.20.20.70-FF-000017.faa	A0A1D6G278	793-1223	431
3.20.20.70-FF-000017.faa	K7V0P3	921-1351	431
3.20.20.70-FF-000017.faa	A0A1D6G275	615-1045	431
3.20.20.70-FF-000017.faa	K3XDN9	911-1341	431
3.20.20.70-FF-000017.faa	A0A1D6G2B0	586-1016	431
3.20.20.70-FF-000017.faa	A0A1D6G2B1	614-1044	431
3.20.20.70-FF-000017.faa	A0A1D6G281	911-1341	431
3.20.20.70-FF-000017.faa	A0A1D6G2B5	940-1370	431
3.20.20.70-FF-000017.faa	A0A2I0VAY5	919-1357	439
3.20.20.70-FF-000017.faa	A0A1D6NFL0	911-1341	431
3.20.20.70-FF-000017.faa	A0A1D6NFM6	812-1242	431
3.20.20.70-FF-000017.faa	A0A3B6ELU1	907-1342	436
3.20.20.70-FF-000017.faa	A0A446NME8	907-1342	436
3.20.20.70-FF-000017.faa	A0A3B6EIQ5	907-1342	436
3.20.20.70-FF-000017.faa	A0A1D6NFJ2	899-1329	431
3.20.20.70-FF-000017.faa	A0A1D6NFM7	615-1045	431
3.20.20.70-FF-000017.faa	A0A1D6NFN4	643-1073	431
3.20.20.70-FF-000017.faa	A0A1D6NFI9	586-1016	431
3.20.20.70-FF-000017.faa	A0A1D6NFK1	793-1223	431
3.20.20.70-FF-000017.faa	A0A1D6NFN5	568-998	431
3.20.20.70-FF-000017.faa	C5XGS0	911-1344	434
3.20.20.70-FF-000017.faa	A0A453FCM7	907-1342	436
3.20.20.70-FF-000017.faa	A0A1D6NFL2	921-1351	431
3.20.20.70-FF-000017.faa	A0A1D6NFK0	948-1378	431
3.20.20.70-FF-000017.faa	A0A1D6NFN7	610-1040	431
3.20.20.70-FF-000017.faa	A0A1D6NFJ4	770-1200	431
3.20.20.70-FF-000017.faa	A0A1D6NFH7	614-1044	431
3.20.20.70-FF-000017.faa	A0A1D6NFI2	911-1341	431
3.20.20.70-FF-000017.faa	A0A3B6FNM9	906-1341	436
3.20.20.70-FF-000017.faa	S5YTU4	906-1341	436
3.20.20.70-FF-000017.faa	A0A1E3IGL7	795-1251	457
3.20.20.70-FF-000017.faa	A0A1E3K3R4	795-1251	457
3.20.20.70-FF-000017.faa	A0A1E3J0E0	795-1250	456
3.20.20.70-FF-000017.faa	A0A1B9HR53	795-1250	456
3.20.20.70-FF-000017.faa	A0A0D0YP57	795-1251	457
3.20.20.70-FF-000017.faa	A0A0D0TLA4	795-1251	457
3.20.20.70-FF-000017.faa	A0A1B9G4F4	795-1251	457
3.20.20.70-FF-000017.faa	E6RCF1	795-1251	457
3.20.20.70-FF-000017.faa	A0A0D0XYM2	795-1251	457
3.20.20.70-FF-000017.faa	A0A1Y2AFF6	795-1249	455
3.20.20.70-FF-000017.faa	A0A1E3HUG5	795-1251	457
3.20.20.70-FF-000017.faa	A0A226BDK0	795-1251	457
3.20.20.70-FF-000017.faa	A0A1B9GIH3	795-1250	456
3.20.20.70-FF-000017.faa	A0A1Y1U7Q1	795-1251	457
3.20.20.70-FF-000017.faa	A0A1B9HUZ2	795-1250	456
3.20.20.70-FF-000017.faa	A0A1A6ABM7	795-1250	456
3.20.20.70-FF-000017.faa	A0A1E3ILW4	795-1250	456
3.20.20.70-FF-000017.faa	A0A1B9ISY8	795-1251	457
3.20.20.70-FF-000017.faa	F5HCA3	795-1251	457
3.20.20.70-FF-000017.faa	Q5KA63	795-1251	457
3.20.20.70-FF-000017.faa	J9VXJ9	795-1251	457
3.20.20.70-FF-000017.faa	A0A225XXK2	795-1251	457
3.20.20.70-FF-000017.faa	I2FUL9	882-1296	415
3.20.20.70-FF-000017.faa	A0A2N8UGK6	882-1295	414
3.20.20.70-FF-000017.faa	A0A1K0G9T6	882-1296	415
3.20.20.70-FF-000017.faa	A0A0D1DVH0	883-1297	415
3.20.20.70-FF-000017.faa	M9LPN6	882-1296	415
3.20.20.70-FF-000017.faa	A0A317Y1X1	871-1286	416
3.20.20.70-FF-000017.faa	V5GQ69	889-1303	415
3.20.20.70-FF-000017.faa	E6ZMK6	882-1295	414
3.20.20.70-FF-000017.faa	A0A081CHL2	882-1296	415
3.20.20.70-FF-000017.faa	A0A2V5H6E7	861-1275	415
3.20.20.70-FF-000017.faa	Q0C810	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9TA52	861-1275	415
3.20.20.70-FF-000017.faa	A0A395HFI2	861-1275	415
3.20.20.70-FF-000017.faa	A0A317UV65	861-1275	415
3.20.20.70-FF-000017.faa	A0A319E2M9	861-1275	415
3.20.20.70-FF-000017.faa	A0A178FNH2	860-1274	415
3.20.20.70-FF-000017.faa	A0A178EYD8	860-1274	415
3.20.20.70-FF-000017.faa	A0A2I1CAB8	861-1275	415
3.20.20.70-FF-000017.faa	A0A1V6U795	861-1275	415
3.20.20.70-FF-000017.faa	A0A319C047	861-1275	415
3.20.20.70-FF-000017.faa	A0A2P2EHQ4	860-1274	415
3.20.20.70-FF-000017.faa	A0A2T5LX75	861-1275	415
3.20.20.70-FF-000017.faa	B8N5A6	861-1275	415
3.20.20.70-FF-000017.faa	F2PZK9	860-1274	415
3.20.20.70-FF-000017.faa	J3KLH3	858-1272	415
3.20.20.70-FF-000017.faa	Q2UBI1	861-1275	415
3.20.20.70-FF-000017.faa	A0A0F0IKW2	861-1275	415
3.20.20.70-FF-000017.faa	A0A0G4PNB9	861-1275	415
3.20.20.70-FF-000017.faa	A0A1M3T9V2	861-1275	415
3.20.20.70-FF-000017.faa	A0A364LQY9	861-1275	415
3.20.20.70-FF-000017.faa	A0A2P2HJ11	861-1275	415
3.20.20.70-FF-000017.faa	A0A1S9DRC2	861-1275	415
3.20.20.70-FF-000017.faa	I8A6I5	861-1275	415
3.20.20.70-FF-000017.faa	A1D3P1	861-1275	415
3.20.20.70-FF-000017.faa	D4AIW7	860-1274	415
3.20.20.70-FF-000017.faa	A0A2G7G1L5	861-1275	415
3.20.20.70-FF-000017.faa	A0A0N1H4R8	860-1274	415
3.20.20.70-FF-000017.faa	E4UZ52	860-1274	415
3.20.20.70-FF-000017.faa	A0A317VXB2	861-1275	415
3.20.20.70-FF-000017.faa	A0A022WBL7	783-1197	415
3.20.20.70-FF-000017.faa	F2SVD7	783-1197	415
3.20.20.70-FF-000017.faa	A0A0L1IP18	873-1287	415
3.20.20.70-FF-000017.faa	A0A0U5GPJ3	861-1275	415
3.20.20.70-FF-000017.faa	A0A3D8R546	861-1275	415
3.20.20.70-FF-000017.faa	A0A1R3RNX2	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9RLJ1	861-1275	415
3.20.20.70-FF-000017.faa	D4D1Z2	860-1274	415
3.20.20.70-FF-000017.faa	A0A317W1E3	861-1275	415
3.20.20.70-FF-000017.faa	C8VEZ6	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9UMR5	861-1275	415
3.20.20.70-FF-000017.faa	A0A3F3QIT8	861-1275	415
3.20.20.70-FF-000017.faa	A0A370PS85	861-1275	415
3.20.20.70-FF-000017.faa	G3XZT0	861-1275	415
3.20.20.70-FF-000017.faa	A0A319AMC9	861-1275	415
3.20.20.70-FF-000017.faa	A2QPM1	861-1275	415
3.20.20.70-FF-000017.faa	A0A370BI55	861-1275	415
3.20.20.70-FF-000017.faa	A0A254UC56	861-1275	415
3.20.20.70-FF-000017.faa	B0XPV7	861-1275	415
3.20.20.70-FF-000017.faa	Q4WJ35	861-1275	415
3.20.20.70-FF-000017.faa	A0A0J5PW89	861-1275	415
3.20.20.70-FF-000017.faa	Q5B2U6	861-1293	433
3.20.20.70-FF-000017.faa	A0A319BIM5	861-1275	415
3.20.20.70-FF-000017.faa	A0A1F7ZRC4	861-1275	415
3.20.20.70-FF-000017.faa	A0A397GXE1	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9VZT9	860-1274	415
3.20.20.70-FF-000017.faa	C5P2L2	874-1288	415
3.20.20.70-FF-000017.faa	A0A397HQT5	861-1275	415
3.20.20.70-FF-000017.faa	A0A318Z691	861-1275	415
3.20.20.70-FF-000017.faa	A0A1V6NN88	861-1275	415
3.20.20.70-FF-000017.faa	F2RY36	860-1274	415
3.20.20.70-FF-000017.faa	A0A2I2FXN1	861-1275	415
3.20.20.70-FF-000017.faa	A0A1V6R6U3	861-1275	415
3.20.20.70-FF-000017.faa	A0A0K8LPH1	861-1275	415
3.20.20.70-FF-000017.faa	A0A0M8P4J3	861-1275	415
3.20.20.70-FF-000017.faa	A0A1V6RBW4	861-1275	415
3.20.20.70-FF-000017.faa	A0A3R7F0R8	861-1275	415
3.20.20.70-FF-000017.faa	A1CQS8	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9X4T0	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9PXZ4	861-1275	415
3.20.20.70-FF-000017.faa	K9GE03	861-1275	415
3.20.20.70-FF-000017.faa	K9H0K8	861-1275	415
3.20.20.70-FF-000017.faa	A0A0A2KTJ7	861-1275	415
3.20.20.70-FF-000017.faa	G7XEQ1	861-1275	415
3.20.20.70-FF-000017.faa	A0A146F1W4	861-1275	415
3.20.20.70-FF-000017.faa	A0A0A2I0H8	861-1275	415
3.20.20.70-FF-000017.faa	A0A318YFS1	861-1275	415
3.20.20.70-FF-000017.faa	A0A100ICJ1	861-1275	415
3.20.20.70-FF-000017.faa	A0A1L9MZF3	861-1275	415
3.20.20.70-FF-000017.faa	A0A1F5LDS1	861-1275	415
3.20.20.70-FF-000017.faa	A0A395HTC9	861-1275	415
3.20.20.70-FF-000017.faa	A0A0S7E096	861-1275	415
3.20.20.70-FF-000017.faa	E9CRM2	869-1283	415
3.20.20.70-FF-000017.faa	A0A022Y225	783-1197	415
3.20.20.70-FF-000017.faa	A0A101MMJ6	861-1275	415
3.20.20.70-FF-000017.faa	A0A0J6YQM9	874-1288	415
3.20.20.70-FF-000017.faa	A0A2V5I4H2	861-1275	415
3.20.20.70-FF-000017.faa	W2RJC8	860-1274	415
3.20.20.70-FF-000017.faa	A0A319DV66	861-1275	415
3.20.20.70-FF-000017.faa	A0A0D2ED14	860-1274	415
3.20.20.70-FF-000017.faa	A0A094IGQ9	863-1277	415
3.20.20.70-FF-000017.faa	A0A1E1JRS8	857-1287	431
3.20.20.70-FF-000017.faa	A0A094G6S3	912-1326	415
3.20.20.70-FF-000017.faa	A0A0D2DPU9	860-1274	415
3.20.20.70-FF-000017.faa	A0A2S7YMP8	861-1275	415
3.20.20.70-FF-000017.faa	A0A447EQ06	783-1197	415
3.20.20.70-FF-000017.faa	A0A061HLV8	783-1197	415
3.20.20.70-FF-000017.faa	A0A1V6T798	861-1275	415
3.20.20.70-FF-000017.faa	A0A1B8G576	863-1277	415
3.20.20.70-FF-000017.faa	A0A2J6RK80	857-1287	431
3.20.20.70-FF-000017.faa	A0A1L9SAI9	861-1275	415
3.20.20.70-FF-000017.faa	A0A093V4D3	860-1274	415
3.20.20.70-FF-000017.faa	A0A1V6NZD9	860-1273	414
3.20.20.70-FF-000017.faa	W9VXP4	860-1274	415
3.20.20.70-FF-000017.faa	A0A094F9M5	863-1277	415
3.20.20.70-FF-000017.faa	K1X9W5	857-1287	431
3.20.20.70-FF-000017.faa	A0A093Y4W2	863-1277	415
3.20.20.70-FF-000017.faa	A0A2J8DVX1	861-1275	415
3.20.20.70-FF-000017.faa	F9XLK3	1002-1416	415
3.20.20.70-FF-000017.faa	A0A178ZNY5	860-1274	415
3.20.20.70-FF-000017.faa	A0A0F4YFR2	860-1274	415
3.20.20.70-FF-000017.faa	A0A2H3IUH9	860-1274	415
3.20.20.70-FF-000017.faa	A0A2N6NB48	781-1195	415
3.20.20.70-FF-000017.faa	C0S776	859-1273	415
3.20.20.70-FF-000017.faa	A0A1V6SRW0	861-1275	415
3.20.20.70-FF-000017.faa	A0A1B8F6B2	863-1277	415
3.20.20.70-FF-000017.faa	A0A093ZSV7	863-1277	415
3.20.20.70-FF-000017.faa	A0A0G4L917	625-1056	432
3.20.20.70-FF-000017.faa	B6QIC8	860-1274	415
3.20.20.70-FF-000017.faa	G4USM0	863-1277	415
3.20.20.70-FF-000017.faa	F8MQA6	863-1277	415
3.20.20.70-FF-000017.faa	A0A225AXB5	860-1274	415
3.20.20.70-FF-000017.faa	A0A094EMU4	863-1277	415
3.20.20.70-FF-000017.faa	A0A2P2SWR8	863-1277	415
3.20.20.70-FF-000017.faa	W3WWI2	862-1276	415
3.20.20.70-FF-000017.faa	A0A168GYQ2	861-1275	415
3.20.20.70-FF-000017.faa	A0A364L443	860-1274	415
3.20.20.70-FF-000017.faa	J4UR08	861-1275	415
3.20.20.70-FF-000017.faa	W9C8D0	860-1290	431
3.20.20.70-FF-000017.faa	W9X2I5	860-1274	415
3.20.20.70-FF-000017.faa	A0A1B5L5C8	781-1195	415
3.20.20.70-FF-000017.faa	A0A0D1YX80	860-1274	415
3.20.20.70-FF-000017.faa	A0A0D1XXY6	860-1274	415
3.20.20.70-FF-000017.faa	A0A162JC88	861-1275	415
3.20.20.70-FF-000017.faa	A0A093YG99	863-1277	415
3.20.20.70-FF-000017.faa	A0A179IEZ1	861-1275	415
3.20.20.70-FF-000017.faa	A0A1B8DDW9	841-1255	415
3.20.20.70-FF-000017.faa	A0A2U3EGT0	1231-1645	415
3.20.20.70-FF-000017.faa	A0A395SKV6	856-1286	431
3.20.20.70-FF-000017.faa	A0A086T5N6	859-1273	415
3.20.20.70-FF-000017.faa	A0A0C3H949	862-1276	415
3.20.20.70-FF-000017.faa	A0A2H1GZS8	866-1280	415
3.20.20.70-FF-000017.faa	A0A1Y6LV20	866-1280	415
3.20.20.70-FF-000017.faa	A0A2V1BWK8	857-1287	431
3.20.20.70-FF-000017.faa	A0A1Q5TU91	861-1275	415
3.20.20.70-FF-000017.faa	A0A2J6T074	857-1287	431
3.20.20.70-FF-000017.faa	A0A1J9QEK9	859-1273	415
3.20.20.70-FF-000017.faa	A0A177FES0	847-1261	415
3.20.20.70-FF-000017.faa	A0A0D2BML2	860-1274	415
3.20.20.70-FF-000017.faa	A0A0F7TDV2	861-1275	415
3.20.20.70-FF-000017.faa	A0A179GPQ5	861-1275	415
3.20.20.70-FF-000017.faa	N1JP16	783-1197	415
3.20.20.70-FF-000017.faa	A0A218Z0U1	935-1365	431
3.20.20.70-FF-000017.faa	U1I4N6	854-1287	434
3.20.20.70-FF-000017.faa	R8BKS3	863-1277	415
3.20.20.70-FF-000017.faa	A0A1B8E9B8	863-1277	415
3.20.20.70-FF-000017.faa	A0A0D2HT18	860-1274	415
3.20.20.70-FF-000017.faa	A0A1W5DD20	860-1274	415
3.20.20.70-FF-000017.faa	W9YVW7	860-1274	415
3.20.20.70-FF-000017.faa	A0A1V6YKK7	861-1275	415
3.20.20.70-FF-000017.faa	A0A0D2JLJ5	860-1274	415
3.20.20.70-FF-000017.faa	A0A178BPG0	860-1274	415
3.20.20.70-FF-000017.faa	A0A132B844	777-1207	431
3.20.20.70-FF-000017.faa	A0A0A2V8V8	861-1275	415
3.20.20.70-FF-000017.faa	A0A178CCW0	860-1274	415
3.20.20.70-FF-000017.faa	A0A2S4PVG4	857-1287	431
3.20.20.70-FF-000017.faa	L7JC56	863-1277	415
3.20.20.70-FF-000017.faa	G4MTM7	863-1277	415
3.20.20.70-FF-000017.faa	G2Y3T0	859-1289	431
3.20.20.70-FF-000017.faa	M7TWT5	859-1289	431
3.20.20.70-FF-000017.faa	A0A384K577	859-1289	431
3.20.20.70-FF-000017.faa	A0A168CVG0	872-1286	415
3.20.20.70-FF-000017.faa	A0A151GVN7	861-1275	415
3.20.20.70-FF-000017.faa	A0A2H3FEQ5	857-1287	431
3.20.20.70-FF-000017.faa	F7VPJ7	863-1277	415
3.20.20.70-FF-000017.faa	B8MKS1	860-1274	415
3.20.20.70-FF-000017.faa	K3UHK5	856-1286	431
3.20.20.70-FF-000017.faa	A0A1J7JCF4	863-1277	415
3.20.20.70-FF-000017.faa	A0A2J6PIW1	857-1287	431
3.20.20.70-FF-000017.faa	A0A3D8SEJ9	857-1287	431
3.20.20.70-FF-000017.faa	A0A444S7W0	861-1275	415
3.20.20.70-FF-000017.faa	A0A1X7S4M3	963-1377	415
3.20.20.70-FF-000017.faa	A0A072PVB0	860-1274	415
3.20.20.70-FF-000017.faa	A0A1D9QF52	848-1278	431
3.20.20.70-FF-000017.faa	A7ER95	848-1278	431
3.20.20.70-FF-000017.faa	A0A1E1LZ92	857-1287	431
3.20.20.70-FF-000017.faa	H6BV87	860-1274	415
3.20.20.70-FF-000017.faa	A0A0D2G4S1	860-1274	415
3.20.20.70-FF-000017.faa	A0A179F6K0	859-1273	415
3.20.20.70-FF-000017.faa	A0A167W8B2	861-1275	415
3.20.20.70-FF-000017.faa	B6HQ85	861-1275	415
3.20.20.70-FF-000017.faa	A0A0F4GJ22	866-1280	415
3.20.20.70-FF-000017.faa	C1G1T5	859-1273	415
3.20.20.70-FF-000017.faa	A0A1D2JC95	859-1273	415
3.20.20.70-FF-000017.faa	A0A094HY69	863-1277	415
3.20.20.70-FF-000017.faa	A0A1L7WM42	857-1287	431
3.20.20.70-FF-000017.faa	A0A2T3B8F4	989-1419	431
3.20.20.70-FF-000017.faa	A0A0M9EZX9	856-1286	431
3.20.20.70-FF-000017.faa	A0A1E1KP82	857-1287	431
3.20.20.70-FF-000017.faa	W9YHI4	860-1274	415
3.20.20.70-FF-000017.faa	A0A0G2EMZ7	860-1274	415
3.20.20.70-FF-000017.faa	A0A0D2CH33	860-1274	415
3.20.20.70-FF-000017.faa	A0A0P7BJ77	861-1275	415
3.20.20.70-FF-000017.faa	A0A167CNN5	859-1273	415
3.20.20.70-FF-000017.faa	A0A093ZTK4	863-1277	415
3.20.20.70-FF-000017.faa	A0A094GZC0	863-1277	415
3.20.20.70-FF-000017.faa	S8ANH4	861-1275	415
3.20.20.70-FF-000017.faa	A0A0B1PD66	857-1287	431
3.20.20.70-FF-000017.faa	A0A094CKI7	888-1302	415
3.20.20.70-FF-000017.faa	A0A2B7XPP6	860-1274	415
3.20.20.70-FF-000017.faa	A0A370TRZ4	857-1287	431
3.20.20.70-FF-000017.faa	A0A2D3VDS0	866-1280	415
3.20.20.70-FF-000017.faa	A0A0D1YS55	860-1274	415
3.20.20.70-FF-000017.faa	A0A135LUK2	860-1274	415
3.20.20.70-FF-000017.faa	A0A2B7XC84	859-1273	415
3.20.20.70-FF-000017.faa	A0A1B8CLU6	863-1277	415
3.20.20.70-FF-000017.faa	A0A094BYW1	863-1277	415
3.20.20.70-FF-000017.faa	A0A1E2Y298	859-1273	415
3.20.20.70-FF-000017.faa	A0A177AJQ7	783-1197	415
3.20.20.70-FF-000017.faa	A0A010QVL0	861-1275	415
3.20.20.70-FF-000017.faa	M7SW12	863-1274	412
3.20.20.70-FF-000017.faa	E3QN00	861-1275	415
3.20.20.70-FF-000017.faa	C7YWJ6	856-1286	431
3.20.20.70-FF-000017.faa	N4VTL8	856-1286	431
3.20.20.70-FF-000017.faa	A0A2P4ZF02	861-1275	415
3.20.20.70-FF-000017.faa	A0A136JIL6	863-1277	415
3.20.20.70-FF-000017.faa	G9NSN7	861-1275	415
3.20.20.70-FF-000017.faa	H1V039	861-1275	415
3.20.20.70-FF-000017.faa	A0A066XPX1	861-1275	415
3.20.20.70-FF-000017.faa	A0A0F8B0R8	862-1276	415
3.20.20.70-FF-000017.faa	A0A135SBD6	861-1275	415
3.20.20.70-FF-000017.faa	A0A135S5A6	861-1275	415
3.20.20.70-FF-000017.faa	A0A084GFL0	864-1278	415
3.20.20.70-FF-000017.faa	A0A135V9Z4	861-1275	415
3.20.20.70-FF-000017.faa	V5IN94	863-1277	415
3.20.20.70-FF-000017.faa	Q9P540	863-1277	415
3.20.20.70-FF-000017.faa	G3JB11	862-1276	415
3.20.20.70-FF-000017.faa	A0A063BZJ0	859-1268	410
3.20.20.70-FF-000017.faa	A0A2K3QLK2	781-1195	415
3.20.20.70-FF-000017.faa	A0A2C5XF24	862-1276	415
3.20.20.70-FF-000017.faa	A0A1Q8S1K0	861-1275	415
3.20.20.70-FF-000017.faa	A0A0F4Z9M5	861-1275	415
3.20.20.70-FF-000017.faa	A0A1G4B476	861-1275	415
3.20.20.70-FF-000017.faa	T0LXJ3	861-1275	415
3.20.20.70-FF-000017.faa	A0A2N3N3J2	861-1275	415
3.20.20.70-FF-000017.faa	A0A1Y2DYA2	862-1276	415
3.20.20.70-FF-000017.faa	G0MHV9	827-1265	439
3.20.20.70-FF-000017.faa	A8WRQ4	827-1265	439
3.20.20.70-FF-000017.faa	E9H5P2	815-1243	429
3.20.20.70-FF-000017.faa	B0WKB3	848-1260	413
3.20.20.70-FF-000017.faa	Q7Q5M1	838-1250	413
3.20.20.70-FF-000017.faa	A0A084WEJ6	845-1258	414
3.20.20.70-FF-000017.faa	Q16FG2	849-1261	413
3.20.20.70-FF-000017.faa	A0A182YR31	850-1262	413
3.20.20.70-FF-000017.faa	W5JK50	889-1301	413
3.20.20.70-FF-000017.faa	Q2KQ96	849-1261	413
3.20.20.70-FF-000017.faa	A0A151LAG8	1055-1508	454
3.20.20.70-FF-000017.faa	A0A024VJV2	1062-1515	454
3.20.20.70-FF-000017.faa	W7AMD7	1106-1564	459
3.20.20.70-FF-000017.faa	A0A151L4W6	1067-1520	454
3.20.20.70-FF-000017.faa	A0A0J9S719	1095-1558	464
3.20.20.70-FF-000017.faa	A0A024V1S2	1062-1515	454
3.20.20.70-FF-000017.faa	A0A1A8W8M6	1071-1526	456
3.20.20.70-FF-000017.faa	A0A0J9SNV9	1095-1558	464
3.20.20.70-FF-000017.faa	W4I939	1062-1515	454
3.20.20.70-FF-000017.faa	A0A0L7M6W0	1062-1515	454
3.20.20.70-FF-000017.faa	W7JLZ7	1062-1515	454
3.20.20.70-FF-000017.faa	A0A0L1I6S4	1062-1515	454
3.20.20.70-FF-000017.faa	Q8ILB1	1062-1515	454
3.20.20.70-FF-000017.faa	W7EU00	1062-1515	454
3.20.20.70-FF-000017.faa	A0A060RZA6	1067-1520	454
3.20.20.70-FF-000017.faa	A0A384KUZ2	1088-1548	461
3.20.20.70-FF-000017.faa	A0A1Y3DR45	1088-1548	461
3.20.20.70-FF-000017.faa	A0A024WZR7	1062-1515	454
3.20.20.70-FF-000017.faa	A0A1A8ZN05	1038-1486	449
3.20.20.70-FF-000017.faa	A0A1C3KWY9	1038-1486	449
3.20.20.70-FF-000017.faa	A0A0D9QPX6	1091-1548	458
3.20.20.70-FF-000017.faa	A0A1B1DUN0	1080-1536	457
3.20.20.70-FF-000017.faa	A0A1A8W5B0	1036-1486	451
3.20.20.70-FF-000017.faa	W7FH53	1062-1516	455
3.20.20.70-FF-000017.faa	A0A0L7K5E7	1062-1516	455
3.20.20.70-FF-000017.faa	W4IVI8	1062-1515	454
3.20.20.70-FF-000017.faa	A0A0J9T7D5	1095-1558	464
3.20.20.70-FF-000017.faa	A0A0J9TQB3	1095-1558	464
3.20.20.70-FF-000017.faa	A0A024WJP8	1062-1515	454
3.20.20.70-FF-000017.faa	W7AJI8	1069-1524	456
3.20.20.70-FF-000017.faa	A0A078KIV4	1069-1526	458
